ResponseID,Control_1,Control_2_1,Control_2_2,NeedforStructure_1,NeedforStructure_2,NeedforStructure_3,NeedforStructure_4,NeedforStructure_5,NeedforStructure_6,NeedforStructure_7,NeedforStructure_8,NeedforStructure_9,NeedforStructure_10,NeedforStructure_11,NeedforStructure_12,Att_Part1,Att_Part2,PolOrientation,RepDem,Condition,Dem_General_Q1,Dem_General_Q2,Dem_General_Q4,Dem_General_Q5,Dem_General_Q6,Dem_Age,Dem_Gender,Dem_Citizen,Dem_Ethnic,Dem_Race,Dem_MidEast,Dem_US,Dem_YearsInUS,Dem_News,Att_Q1,Att_Q2,Att_Q3,Att_Q4,Att_Q5,Rep_General_Q1,Rep_General_Q2,Rep_General_Q4,Rep_General_Q5,Rep_General_Q6,NeedforStructure,ScenarioGenScore,PolIdentStrength,NeedforStructure_3Recode,NeedforStructure_5Recode,NeedforStructure_7Recode,NeedforStructure_11Recode,ScenarioGen_Q1,ScenarioGen_Q2,ScenarioGen_Q4,ScenarioGen_Q5,ScenarioGen_Q6,ConditionNum
R_1pMbEoW4oW89lvD,5,5,3,6,7,2,6,1,6,2,4,6,7,1,6, ,yes,3,1,Consistent, , , , , ,43,2,1,2,6,2,1,43,2,1,1,1,1,2,7,2,7,6,6,6.166666667,1.436498613,5,6,7,6,7,7,6,7,6,6,1
R_1psNbEc8mqBGssq,4,5,4,6,6,3,6,1,7,2,6,7,7,4,5, ,Yes,6,2,Inconsistent, , , , , ,24,2,1,2,6,2,1,24,4,1,1,1,2,2,4,4,4,2,2,6,-0.547429443,6,5,7,6,4,4,4,4,2,2,0
R_1PSR5gqkvMRvviS,5,4,3,7,7,1,7,1,7,1,7,7,5,2,7, ,yes,4,3, , , , , , ,34,1,1,2,6,2,1,26,5,1,1,1,1,2,6,4,7,5,5,6.75, , ,7,7,7,6, , , , , , 
R_1ptaSpoe3BJ1dEg,5,6,1,6,6,4,7,2,6,6,4,6,6,2,6, ,yes,6,2,Inconsistent, , , , , ,38,2,1,2,3,2,2,9,6,1,1,1,1,2,3,2,2,2,2,5.416666667,-0.637946968,6,4,6,2,6,3,6,2,2,2,0
R_1pxmlJyd8umLxE0,2,3,6,6,6,5,3,6,3,6,3,3,2,5,6, ,yes,2,1,Inconsistent,1,1,1,1,2,44,1,1,2,6,2,1,44,6,1,1,1,1,2, , , , , ,3.5,-0.979512387,6,3,2,2,3,1,7,1,1,2,0
R_1PXXgxxJdUvY2Zt,6,7,1,6,6,7,6,4,4,5,4,5,6,5,5, ,yes,7,2,Consistent,7,7,7,6,6,61,5,1,2,6,2,1,61,7,1,1,1,1,2, , , , , ,4.416666667,0.822498485,7,1,4,3,3,7,1,7,6,6,1
R_1q2oGAGy3PhevS2,7,7,1,5,6,2,6,4,7,2,5,6,7,2,4, ,yes,4,2,Inconsistent, , , , , ,29,1,1,1,6,2,1,29,4,1,1,1,1,1,4,2,3,4,5,5.666666667,0.255592217,4,6,4,6,6,4,6,3,4,5,0
R_1q2uODDjcTDzoFH,6,6,1,2,2,5,5,6,6,5,2,2,6,2,2, ,Yes,5,2,Inconsistent, , , , , ,28,2,1,2,6,2,1,28,7,1,1,1,2,1,4,4,5,5,4,3.416666667,0.231752807,5,3,2,3,6,4,4,5,5,4,0
R_1q32dsVaA05Pg90,7,6,1,5,5,7,4,5,6,4,3,5,6,4,5, ,yes,2,1,Inconsistent,1,3,2,2,2,35,2,1,2,6,2,1,35,6,1,1,1,1,2, , , , , ,4.25,-0.980571732,6,1,3,4,4,1,5,2,2,2,0
R_1Q3BUD62htpPVWq,6,5,2,5,4,5,4,5,4,4,3,4,5,5,3, ,yes,6,2,Consistent,6,4,7,6,6,62,2,1,2,5,2,1,62,7,1,1,1,1,2, , , , , ,3.75,1.080986193,6,3,3,4,3,6,4,7,6,6,1
R_1q4cb7DTY0Kymz4,4,7,3,7,7,1,1,1,6,4,4,4,2,4,7, ,Yes,4,3, ,7,4,6,6,6,26,2,1,2,6,2,1,26,5,1,1,1,2,2, , , , , ,5, , ,7,7,4,4,7,4,6,6,6, 
R_1QAVLRsVQuXjnBK,5,5,3,5,5,4,5,5,4,3,2,5,4,3,5, ,yes,6,2,Consistent,5,2,4,5,5,31,1,1,1,6,2,1,31,5,1,1,1,1,2, , , , , ,4.333333333,0.610045293,6,4,3,5,5,5,6,4,5,5,1
R_1QEg6AB6KXz30mm,5,7,1,5,6,4,6,1,7,1,4,7,7,5,6, ,yes,7,2,Inconsistent, , , , , ,53,2,1,2,6,2,1,53,7,1,1,1,1,2,4,6,4,4,3,5.75,-0.394270619,7,4,7,7,3,4,2,4,4,3,0
R_1QFRGROrziVlUAP,6,6,3,5,5,6,6,4,5,4,3,6,5,5,6, ,yes,7,2,Inconsistent, , , , , ,41,1,2,2,6,2,2,10,7,1,1,1,1,2,3,5,1,1,2,4.5, ,7,2,4,4,3,3,3,1,1,2,0
R_1Qg6GiB60yr7aQK,5,6,5,2,3,7,6,6,7,6,2,6,7,1,6, ,yes,6,1,Consistent, , , , , ,26,1,1,2,6,2,1,26,5,1,1,1,1,2,5,6,5,3,2,4.25,-0.438576418,2,1,2,2,7,5,2,5,3,2,1
R_1QKk3QPnVC8ZzNI,5,5,3,4,4,5,6,5,5,6,4,7,6,4,5, ,yes,2,1,Consistent, , , , , ,40,2,1,2,6,2,1,40,4,1,1,1,1,2,5,4,5,4,5,4.416666667,0.346109742,6,3,3,2,4,5,4,5,4,5,1
R_1QrZ8R0SLVytwAD,6,6,2,5,5,3,6,4,5,3,5,5,5,3,5, ,yes,6,2,Consistent,5,5,4,4,4,23,2,1,2,6,2,1,23,5,1,1,1,1,2, , , , , ,5,-0.025675556,6,5,4,5,5,5,3,4,4,4,1
R_1QtoVEgGwIlnBEl,5,4,3,7,7,1,6,2,7,4,2,7,5,5,7,3, ,1,2,Consistent,5,6,4,2,2,30,2,1,2,6,2,1,30,6,1,1,1,1,2, , , , , ,5.666666667,-0.683117124,1,7,6,4,3,5,2,4,2,2,1
R_1qXkhKim367QJyZ,5,5,4,4,5,5,6,5,6,6,3,5,6,2,5, ,yes,6,2,Consistent,6,5,6,5,5,25,1,1,2,2,2,1,25,4,1,1,1,1,2, , , , , ,4.5,0.577762792,6,3,3,2,6,6,3,6,5,5,1
R_1QzHC00dIdz03CV,7,7,1,3,2,6,2,5,2,6,2,5,2,3,5, ,yes,6,2,Inconsistent, , , , , ,58,1,1,2,6,2,1,58,6,1,1,1,1,2,3,6,1,1,1,2.916666667,-1.509570445,6,2,3,2,5,3,2,1,1,1,0
R_1r8Ix7lqWsa3EEt,5,6,5,6,7,6,6,3,5,6,2,5,7,7,3, ,yes,2,1,Inconsistent,3,3,2,2,2,53,2,1,2,6,2,1,53,2,1,1,1,1,2, , , , , ,4.25,-0.760746993,6,2,5,2,1,3,5,2,2,2,0
R_1rHcnM2I3lZwcTf,6,5,3,5,5,4,6,4,4,5,4,4,6,5,4, ,yes,1,1,Consistent, , , , , ,34,1,1,3,6,2,1,34,6,1,1,1,1,2,7,7,7,6,6,4.333333333,0.822498485,7,4,4,3,3,7,1,7,6,6,1
R_1rHwosRFGXacyFr,4,5,3,5,4,5,6,5,4,5,4,5,6,4,5, ,yes,6,2,Consistent,5,6,5,4,3,33,1,1,2,6,2,1,33,4,1,1,1,1,2, , , , , ,4.333333333,-0.171255647,6,3,3,3,4,5,2,5,4,3,1
R_1rjHy5EeA5aqeVy,5,5,3,5,5,3,5,3,5,5,5,5,5,3,5, ,yes,7,2,Consistent,5,5,5,4,4,24,2,1,2,6,2,1,24,5,1,1,1,1,2, , , , , ,4.833333333,0.087427048,7,5,5,3,5,5,3,5,4,4,1
R_1rlG7FxdOOnaNpp,3,3,4,6,5,3,2,4,5,3,4,3,3,3,5, ,yes,7,2,Inconsistent, , , , , ,27,2,1,2,6,2,1,27,7,1,1,1,2,2,2,4,3,1,2,4.333333333,-1.011794888,7,5,4,5,5,2,4,3,1,2,0
R_1rNP8vHlYaDkNGd,4,6,3,5,5,3,5,3,5,6,5,5,5,5,4, ,yes,3,1,Consistent, , , , , ,47,2,1,2,6,2,1,47,4,1,1,1,1,2,6,4,6,4,4,4.5,0.433242046,5,5,5,2,3,6,4,6,4,4,1
R_1roZoaZLXfN3RPZ,3,4,6,5,6,2,2,1,5,3,2,6,6,3,5, ,yes,5,3, , , , , , ,34,1,1,2,6,2,1,34,5,1,1,1,1,2,3,5,4,3,2,5, , ,6,7,5,5, , , , , , 
R_1rreVCDjh8WecaD,5,7,3,5,5,4,6,3,6,4,5,5,3,4,3, ,yes,5,2,Inconsistent, , , , , ,30,2,1,2,5,2,1,30,6,1,1,1,1,2,3,3,4,3,4,4.583333333,-0.131338346,5,4,5,4,4,3,5,4,3,4,0
R_1rufJlbnYZLkF5A,4,5,5,6,6,4,5,5,6,2,1,4,5,6,5, ,yes,5,2,Inconsistent, , , , , ,28,2,1,2,6,2,1,28,3,1,1,1,1,2,5,2,3,5,5,4.416666667,0.496942689,5,4,3,6,2,5,6,3,5,5,0
R_1WVjdKUMADnsPAJ,5,6,3,6,5,5,6,3,6,6,6,5,4,4,5, ,yes,5,3, , , , , , ,29,1,2,3,2,2,2,6,5,1,1,1,1,2,5,4,3,3,3,4.75, , ,3,5,2,4, , , , , , 
R_20Nn20qhwanhDz1,5,6,2,6,6,4,6,3,6,2,6,6,6,5,6, ,yes,3,1,Inconsistent,6,5,6,5,5,44,2,1,2,6,2,1,44,5,1,1,1,1,2, , , , , ,5.5,0.577762792,5,4,5,6,3,6,3,6,5,5,0
R_20YbxjrtXJNMByT,5,5,3,5,5,3,6,2,6,2,4,5,5,3,5, ,yes,3,2,Inconsistent, , , , , ,51,1,1,2,6,2,1,51,5,1,1,1,1,2,2,5,3,1,1,5.25,-1.270477582,3,5,6,6,5,2,3,3,1,1,0
R_20YYXlmLbaaysro,6,6,1,7,7,1,7,1,7,1,7,6,7,2,7, ,yes,2,1,Inconsistent,1,3,1,2,2,47,2,1,2,6,2,1,47,5,1,1,1,1,2, , , , , ,6.833333333,-1.093674335,6,7,7,7,6,1,5,1,2,2,0
R_2100CgCB2BHaRwR,7,7,1,4,4,5,5,4,4,2,4,6,4,6,4, ,yes,3,3, ,4,5,3,3,3,30,1,1,2,6,2,1,30,6,1,1,1,1,2, , , , , ,4.166666667, , ,3,4,6,2,4,3,3,3,3, 
R_211xsEK1kLMYTWj,5,6,2,5,5,3,6,2,6,3,4,5,6,2,5, ,yes,2,1,Inconsistent,1,5,2,1,2,34,2,1,2,6,2,1,34,4,1,1,1,1,2, , , , , ,5.333333333,-1.357609886,6,5,6,5,6,1,3,2,1,2,0
R_215hPJossAa6GvJ,5,5,4,5,5,4,5,4,5,5,5,5,5,3,5, ,yes,5,2,Inconsistent, , , , , ,31,2,1,2,2,2,1,31,4,1,1,1,1,2,4,4,4,2,3,4.666666667,-0.411546774,5,4,4,3,5,4,4,4,2,3,0
R_215I7iPqxOl3sH4,6,6,2,6,6,4,5,5,4,5,5,6,5,4,5, ,yes,2,1,Inconsistent,4,4,4,4,4,19,1,1,2,6,2,1,19,6,1,1,1,1,2, , , , , ,4.666666667,-0.012787899,6,4,3,3,4,4,4,4,4,4,0
R_21EvYNTSARoIndk,5,5,2,6,6,2,6,1,5,4,6,6,6,2,6, ,yes,6,2,Inconsistent, , , , , ,29,2,1,2,5,2,1,29,2,1,1,1,1,2,4,5,5,3,3,5.833333333,-0.289806093,6,6,7,4,6,4,3,5,3,3,0
R_21HeLK2h86k5WI9,3,5,6,6,7,5,6,4,5,4,4,5,4,3,6, ,yes,2,1,Inconsistent,4,5,4,4,4,37,2,1,2,6,2,1,37,3,1,1,1,1,2, , , , , ,4.916666667,-0.135587925,6,3,4,4,5,4,3,4,4,4,0
R_21tBoTjZ2m5JSMQ,5,6,3,6,6,5,6,3,5,4,3,4,5,3,6, ,yes,2,2,Inconsistent, , , , , ,42,1,1,1,6,2,1,42,4,1,1,1,1,2,5,3,5,4,4,4.833333333,0.333027099,2,3,5,4,5,5,5,5,4,4,0
R_21ufzzrpnxFuheG,5,6,4,4,3,5,5,4,3,5,3,3,5,5,5, ,yes,6,2,Consistent,5,5,5,5,5,30,1,1,2,2,2,1,28,5,1,1,1,1,2, , , , , ,3.666666667,0.354747819,6,3,4,3,3,5,3,5,5,5,1
R_22JoYEMutoWJ1i4,5,5,4,5,3,4,4,3,5,5,2,5,4,5,2, ,yes,5,2,Consistent,4,6,4,3,3,35,1,1,2,6,2,1,35,4,1,1,1,1,2, , , , , ,3.75,-0.525708722,5,4,5,3,3,4,2,4,3,3,1
R_22qTaSDQhDch8mH,6,5,3,5,5,3,6,3,6,3,5,5,6,2,6, ,yes,2,1,Inconsistent,4,6,4,3,3,51,1,1,2,6,2,1,51,7,1,1,1,1,2, , , , , ,5.416666667,-0.525708722,6,5,5,5,6,4,2,4,3,3,0
R_22Vsx4g5DuEUOsJ,6,6,2,2,2,6,4,6,4,6,3,3,3,5,3, ,yes,6,3, , , , , , ,46,1,1,2,6,2,1,42,5,1,1,1,1,2,3,5,2,2,2,2.75, , ,2,2,2,3, , , , , , 
R_22XGIShWE5dWO3Y,5,5,4,5,6,2,5,2,6,2,5,5,5,3,5, ,yes,1,1,Inconsistent,2,3,3,2,2,37,1,1,2,6,2,1,37,5,1,1,1,1,2, , , , , ,5.416666667,-0.757556759,7,6,6,6,5,2,5,3,2,2,0
R_23UEGKQFFSbPeoD,5,6,2,4,4,2,6,2,5,5,2,5,4,4,4, ,yes,5,2,Consistent,3,3,3,3,3,42,1,1,2,6,2,1,42,5,1,1,1,1,2, , , , , ,4.416666667,-0.380323618,5,6,6,3,4,3,5,3,3,3,1
R_23UksCxIkk7q5Zs,4,4,4,7,7,5,7,5,7,7,3,7,5,2,3, ,yes,4,3, , , , , , ,33,1,1,2,3,2,1,33,6,1,1,1,1,2,7,3,6,5,2,4.916666667, , ,3,3,1,6, , , , , , 
R_23UXqM32K0vCdKH,5,7,2,7,6,5,6,1,7,2,4,6,6,6,7, ,yes,6,2,Consistent,1,3,7,5,6,25,1,1,2,6,2,1,25,4,1,1,1,1,2, , , , , ,5.583333333,0.522786269,6,3,7,6,2,1,5,7,5,6,1
R_23UzfYhXcxdGvQ9,5,5,4,5,3,5,6,6,5,5,3,2,5,2,2, ,yes,5,2,Consistent,5,4,5,3,2,24,2,1,2,6,2,1,24,4,1,1,1,1,2, , , , , ,3.75,-0.192976367,5,3,2,3,6,5,4,5,3,2,1
R_2415ZYtUTiXpbgl,2,7,5,7,7,1,7,1,7,1,5,6,6,2,7, ,yes,3,1,Consistent, , , , , ,44,2,1,2,6,2,1,44,5,1,1,1,1,2,7,2,7,6,6,6.583333333,1.436498613,5,7,7,7,6,7,6,7,6,6,1
R_24cl4O4wBd6B9Y5,7,7,1,5,5,4,4,4,4,5,2,6,4,4,5,4,yes,5,2,Inconsistent, , , , , ,24,1,1,2,5,2,1,24,1,1,1,1,1,2,5,5,7,6,6,4.166666667,0.848273798,5,4,4,3,4,5,3,7,6,6,0
R_24elvXDHEQFWWRZ,5,6,2,3,3,4,3,3,5,3,5,5,5,3,5, ,yes,3,1,Inconsistent,4,4,3,3,3,30,1,1,2,6,2,1,30,5,1,1,1,1,2, , , , , ,4.416666667,-0.393211274,5,4,5,5,5,4,4,3,3,3,0
R_24hCWTrceUOLKI1,5,5,3,3,3,6,5,4,5,5,3,3,5,4,3, ,yes,6,2,Inconsistent, , , , , ,63,1,1,2,6,2,1,63,7,1,1,1,1,2,2,6,2,1,1,3.583333333,-1.506380211,6,2,4,3,4,2,2,2,1,1,0
R_24HJVAsXHLWO5h0,5,5,2,5,5,6,5,3,5,2,3,3,5,5,5, ,yes,2,1,Inconsistent,3,5,2,3,3,55,2,1,2,6,2,1,55,6,1,1,1,1,2, , , , , ,4.333333333,-0.739026273,6,2,5,6,3,3,3,2,3,3,0
R_24UvLd6wSaSq6it,3,4,6,6,3,6,3,5,2,5,1,5,3,5,2, ,yes,2,1,Inconsistent,1,4,1,1,2,35,2,1,2,6,2,1,35,5,1,1,1,1,2, , , , , ,3,-1.347912464,6,2,3,3,3,1,4,1,1,2,0
R_24uzniQmWkjCwWL,5,5,3,3,5,6,4,3,5,4,3,6,3,3,5, ,YES,6,2,Inconsistent, , , , , ,53,2,1,2,6,2,1,35,5,1,1,1,1,2,4,3,3,2,3,4.166666667,-0.401849352,6,2,5,4,5,4,5,3,2,3,0
R_25KO8FpjFDVugwG,5,7,5,4,5,7,5,4,5,4,7,7,4,4,3, ,yes,4,2,Inconsistent, , , , , ,32,2,1,2,5,2,1,32,3,1,1,1,1,2,4,3,4,3,3,4.416666667,-0.157308645,4,1,4,4,4,4,5,4,3,3,0
R_25MHlXmUXiEFAhQ,5,5,3,6,5,6,4,5,4,5,3,5,5,6,4, ,yes,3,1,Inconsistent,4,5,3,3,2,50,2,1,2,6,2,1,50,3,1,1,1,1,2, , , , , ,3.833333333,-0.651893969,5,2,3,3,2,4,3,3,3,2,0
R_25SHXOIKtZTHyQJ,3,3,5,6,6,2,6,2,6,7,5,5,4,3,5, ,yes,6,3, , , , , , ,30,1,1,2,6,2,1,30,4,1,1,1,1,2,4,4,4,4,4,5.083333333, , ,6,6,1,5, , , , , , 
R_25T01PbKwCY4ipy,4,4,4,5,5,2,7,1,7,1,4,5,6,2,4, ,yes,5,2,Consistent,6,4,6,4,4,40,2,1,2,6,2,1,40,4,1,1,1,1,2, , , , , ,5.75,0.433242046,5,6,7,7,6,6,4,6,4,4,1
R_25T7g531ZxizTyA,5,5,3,4,5,4,5,4,5,5,4,6,4,3,4, ,yes,3,1,Inconsistent,4,4,6,3,3,29,1,1,2,6,2,1,29,3,1,1,1,1,2, , , , , ,4.416666667,-0.053903464,5,4,4,3,5,4,4,6,3,3,0
R_25WUM1W6WCJ5mSV,6,6,2,3,3,6,3,6,3,3,3,3,3,3,3, ,yes,5,1,Inconsistent,5,6,5,3,3,68,1,1,2,6,2,1,68,6,1,1,1,1,2, , , , , ,3.166666667,-0.302693749,3,2,2,5,5,5,2,5,3,3,0
R_25XQQlGUW0myNy4,7,7,1,3,7,1,7,1,7,1,4,7,7,2,7, ,yes,6,2,Inconsistent, , , , , ,33,2,1,2,5,2,1,32,6,1,1,1,1,2,4,4,7,4,4,6.333333333,0.326519911,6,7,7,7,6,4,4,7,4,4,0
R_25zutuaGu5nlo6u,5,6,2,6,6,5,5,3,6,2,5,6,5,3,6, ,yes,7,2,Inconsistent, , , , , ,28,2,1,1,6,2,1,28,5,1,1,1,1,2,1,4,2,2,2,5.333333333,-1.103371758,7,3,5,6,5,1,4,2,2,2,0
R_2660rzKr8GcwYvn,6,7,1,7,3,5,7,4,7,7,4,6,7,2,5, ,yes,2,2,Inconsistent, , , , , ,40,1,1,2,6,2,1,40,7,1,1,1,1,2,7,1,7,6,6,5,1.559298639,2,3,4,1,6,7,7,7,6,6,0
R_269MAFQM9lPHMxy,5,5,3,2,2,5,3,6,2,6,1,2,3,6,3, ,yes,7,2,Inconsistent, , , , , ,49,1,1,2,6,2,1,34,6,1,1,1,1,2,2,5,3,2,2,2.25,-1.00315681,7,3,2,2,2,2,3,3,2,2,0
R_26auclHlxFfDgEF,5,5,2,5,6,2,6,1,6,2,7,6,6,1,7, ,Yes,6,2,Inconsistent, , , , , ,31,2,1,2,6,2,1,31,5,1,1,1,2,2,2,4,6,3,2,6.25,-0.409610871,6,6,7,6,7,2,4,6,3,2,0
R_26kFf1T9mvrbv1d,7,7,1,4,5,5,6,3,5,4,5,3,5,6,5, ,yes,2,1,Consistent, , , , , ,60,2,1,2,6,1,1,60,7,1,1,1,1,2,7,2,6,6,6,4.333333333,1.32339601,6,3,5,4,2,7,6,6,6,6,1
R_270UXuN2w0B0Fbl,5,4,3,6,4,3,5,4,3,1,4,2,6,1,1, ,yes,5,2,Inconsistent, , , , , ,33,1,1,2,6,2,1,33,3,1,1,1,1,2,6,6,3,3,2,4.5,-0.554869256,5,5,4,7,7,6,2,3,3,2,0
R_2726BODg9cwMLKn,5,5,2,6,6,2,7,2,6,7,5,6,7,2,6, ,yes,3,1,Consistent, , , , , ,40,1,1,2,6,2,1,40,5,1,1,1,1,2,5,3,6,5,6,5.666666667,0.849333143,5,6,6,1,6,5,5,6,5,6,1
R_276XWNdyUFnUdnP,5,6,3,6,6,3,6,3,7,1,4,5,5,3,5, ,yes,6,2,Consistent,3,7,6,3,5,42,1,1,2,6,2,1,42,5,1,1,1,1,2, , , , , ,5.5,-0.260450573,6,5,5,7,5,3,1,6,3,5,1
R_278OzID1vC8qKxn,6,7,3,3,3,5,3,3,5,4,3,5,5,7,5, ,yes,6,2,Inconsistent, , , , , ,33,1,1,2,6,2,1,33,3,1,1,1,1,2,5,6,5,4,4,3.75,-0.035372978,6,3,5,4,1,5,2,5,4,4,0
R_27DV3awbKKPdSAz,6,7,2,6,7,4,6,2,6,3,7,7,6,2,6, ,Yes,6,2,Consistent,6,3,6,5,5,37,1,1,2,6,2,1,37,7,1,1,1,2,2, , , , , ,6,0.823362843,6,4,6,5,6,6,5,6,5,5,1
R_27f0IbWnydEUw6H,7,7,4,4,7,5,7,4,7,7,7,7,7,4,7, ,yes,1,1,Inconsistent,4,4,4,3,2,31,2,1,2,6,2,1,31,5,1,1,1,1,2, , , , , ,5.416666667,-0.41599134,7,3,4,1,4,4,4,4,3,2,0
R_27kWVHZtqQoEOIf,6,6,2,5,5,5,5,3,5,3,5,6,6,3,5, ,yes,7,2,Inconsistent, , , , , ,42,2,1,2,6,2,1,42,6,1,1,1,1,2,2,4,1,1,1,5,-1.373882763,7,3,5,5,5,2,4,1,1,1,0
R_27r2ey8h5nRU9tx,5,5,2,7,7,5,7,3,4,3,5,7,6,4,6, ,yes,6,2,Inconsistent, , , , , ,28,1,1,2,8,2,1,28,6,1,1,1,1,2,2,2,2,2,2,5.5,-0.747859337,6,3,5,5,4,2,6,2,2,2,0
R_27rinzPk1V9w18f,5,5,3,5,5,4,5,3,5,4,4,3,4,4,4, ,Yes,6,2,Consistent,6,5,5,5,3,23,2,1,2,8,2,1,23,4,1,1,1,2,2, , , , , ,4.333333333,0.192894851,6,4,5,4,4,6,3,5,5,3,1
R_27rPut7zjKtGRyD,6,7,1,4,4,6,6,6,4,4,3,5,4,4,7, ,yes,6,2,Consistent,7,2,7,5,5,24,1,1,2,5,2,1,24,5,1,1,1,1,2, , , , , ,4.083333333,1.169177842,6,2,2,4,4,7,6,7,5,5,1
R_27vWb6dZXuLjtqH,6,7,2,5,5,5,6,3,6,2,2,4,6,6,5, ,yes,2,1,Inconsistent,6,2,6,5,5,69,2,1,2,6,2,1,69,2,1,1,1,1,2, , , , , ,4.583333333,0.946162869,6,3,5,6,2,6,6,6,5,5,0
R_28BvX96Nuwe5QWD,5,4,4,6,6,3,5,2,5,5,6,7,5,2,6, ,yes,4,2,Inconsistent, , , , , ,40,2,1,2,6,2,1,40,4,1,1,1,1,2,5,3,5,4,4,5.5,0.333027099,4,5,6,3,6,5,5,5,4,4,0
R_28MMnGpVNUuIIl7,4,4,3,6,5,4,5,2,4,3,3,6,4,3,7, ,yes,7,2,Consistent,7,5,7,4,4,31,2,1,2,6,2,1,31,6,1,1,1,1,2, , , , , ,5,0.533456993,7,4,6,5,5,7,3,7,4,4,1
R_28YcDKnc8ZZ590I,6,6,2,7,7,2,7,1,7,1,6,6,7,2,7, ,yes,6,2,Inconsistent, , , , , ,64,2,1,2,2,2,1,64,6,1,1,1,1,2,2,2,1,2,2,6.666666667,-0.860961941,6,6,7,7,6,2,6,1,2,2,0
R_28YyDRx3DRBJmh7,6,6,2,4,2,6,6,6,4,5,2,5,6,5,6, ,yes,3,1,Inconsistent,3,5,4,3,3,34,2,1,2,6,2,1,34,4,2,1,1,1,2, , , , , ,3.75,-0.512821066,5,2,2,3,3,3,3,4,3,3,0
R_28Z1ysqiQCsFEKm,5,5,2,5,4,6,5,4,5,4,6,6,5,4,5, ,yes,6,2,Consistent,2,5,4,3,4,29,2,1,2,6,2,1,29,5,1,1,1,2,2, , , , , ,4.583333333,-0.486850766,6,2,4,4,4,2,3,4,3,4,1
R_2951vbVoAzBvOAy,5,6,3,6,6,5,6,5,6,2,3,5,6,3,5, ,Yes,6,2,Consistent,6,2,4,4,4,48,2,1,2,8,2,1,30,5,1,1,1,1,2, , , , , ,5,0.45263689,6,3,3,6,5,6,6,4,4,4,1
R_295fe0AlF4PYe2t,6,6,3,6,3,3,3,5,3,3,6,3,4,4,4, ,yes,6,2,Consistent,7,4,6,4,4,31,1,1,2,6,2,1,31,7,1,1,1,1,2, , , , , ,4.083333333,0.543154415,6,5,3,5,4,7,4,6,4,4,1
R_29a0DX9iC0biFoi,5,6,6,4,5,6,6,3,6,2,6,4,6,2,7, ,yes,2,1,Consistent, , , , , ,36,2,1,2,6,2,1,36,7,1,1,1,1,2,7,7,7,6,6,5.25,0.822498485,6,2,5,6,6,7,1,7,6,6,1
R_29j2XOM98aNBX6H,6,6,2,7,7,3,7,2,7,2,6,6,6,3,6, ,yes,1,1,Inconsistent,1,1,1,1,1,67,1,1,2,6,2,1,67,4,1,1,1,1,2, , , , , ,6.166666667,-1.115395056,7,5,6,6,5,1,7,1,1,1,0
R_29j47Mwiw9Tp25u,5,5,2,2,1,6,5,6,5,2,1,1,5,6,1, ,yes,2,1,Inconsistent,2,4,1,1,2,42,1,1,2,6,2,1,42,1,1,1,1,1,2, , , , , ,2.75,-1.238000094,6,2,2,6,2,2,4,1,1,2,0
R_29QeNDwDnQL6kzn,6,6,2,3,3,5,6,2,6,3,2,4,3,6,3, ,yes,2,1,Consistent, , , , , ,66,2,1,2,6,2,1,66,7,1,1,1,2,2,6,6,5,5,5,3.833333333,0.341860163,6,3,6,5,2,6,2,5,5,5,1
R_29tYmo2M1LPY8Ky,4,4,3,6,5,7,5,6,3,6,2,2,2,5,3, ,yes,2,1,Inconsistent,2,5,3,3,2,36,2,1,2,6,2,1,36,5,1,1,1,1,2, , , , , ,3,-0.871718707,6,1,2,2,3,2,3,3,3,2,0
R_2aa7f5pIi7POUkC,6,7,1,6,6,2,7,2,7,7,6,7,7,2,6, ,yes,2,1,Inconsistent,6,2,6,5,5,64,2,1,2,6,2,1,64,6,1,1,1,1,2, , , , , ,5.916666667,0.946162869,6,6,6,1,6,6,6,6,5,5,0
R_2aDLMaHwJyBs0Dj,5,6,3,5,6,5,7,4,6,7,2,4,7,3,5, ,yes,5,2,Consistent,4,5,6,4,6,26,2,1,1,6,2,1,26,6,1,1,1,1,2, , , , , ,4.583333333,0.362382619,5,3,4,1,5,4,3,6,4,6,1
R_2aDM3fZqa9nFZ2K,6,5,3,6,6,5,3,1,4,3,5,6,3,2,7, ,yes,2,1,Consistent, , , , , ,38,2,1,2,6,2,1,38,2,1,1,1,1,2,4,2,5,5,5,5.083333333,0.613235527,6,3,7,5,6,4,6,5,5,5,1
R_2aeKah7w5Mkx3IR,6,7,1,5,6,3,6,3,5,6,6,7,5,3,6, ,yes,3,3, , , , , , ,39,1,1,2,6,2,1,39,4,1,1,1,1,2,4,5,5,3,3,5.25, , ,5,5,2,5, , , , , , 
R_2aG25UgJC9hHlFP,2,2,7,7,7,2,7,3,7,5,7,7,7,2,7, ,yes,1,2,Inconsistent, , , , , ,52,2,1,2,5,2,1,52,7,1,1,1,1,2,7,3,7,4,4,6.333333333,0.779057045,1,6,5,3,6,7,5,7,4,4,0
R_2AGejt8oqVXiyFM,6,6,2,7,7,1,7,1,7,7,7,7,7,4,7, ,yes,3,1,Consistent, , , , , ,44,1,1,2,6,2,1,44,6,1,1,1,1,2,2,7,7,4,4,6.25,-0.261704904,5,7,7,1,4,2,1,7,4,4,1
